class,cell,x,y,area_um2,perimeter_um,cell_circularity,cell_solidity,ATG7,P2Rx7_Park7,GalMac3,CD31,CD44,Trem2,TMEM119,CD74,AQP4,S100B,CD3e,SMA,CD8,CD14,Neurofilament,GFAP,HLA-A,P2Ry12,CD68,H2A.x,PSD-95,Synaptophysin,CD40,CollagenIV,DAPI_1,CD11c,IBA1,PCNA,CD45,ApoE,MAP2,Claudin5,CD4,CD11b,Vimentin,A-Beta,iNOS,CD34,NeuN,CD163,HLA-DR,UMAP_1,UMAP_2,TSNE_1,TSNE_2
dense,296,3820,4055,205.02,77.19,0.43,0.82,589.529,739.568,101.216,84.426,13.41,81.343,259.006,65.156,85.821,100.097,46.993,6.62,172.2,109.626,199.806,15.095,26.349,113.233,28.147,17.702,133.927,376.792,292.816,10.229,29.897,128.485,57.775,69.281,267.974,118.142,261.244,23.366,136.722,113.488,13.566,156.933,95.402,1.0,18.931,6.143,67.924,21.200645,-21.309618,10.339741,-8.479593
dense,297,11564,4067,523.03,183.12,0.2,0.77,724.478,670.391,159.237,69.642,178.462,92.971,145.483,62.101,247.608,823.233,70.524,10.835,81.565,285.92,165.015,208.905,62.069,172.433,32.49,31.273,85.869,313.771,238.689,9.075,38.153,160.356,85.559,59.826,141.254,235.285,124.126,28.691,409.277,125.54,40.792,232.329,120.299,1.0,3.562,12.571,103.212,51.09324,-2.4390411,5.0352616,-20.373245
dense,298,7561,4075,488.57,134.56,0.34,0.81,638.261,550.348,85.393,77.034,13.41,95.086,268.294,67.193,95.245,161.697,74.802,6.62,125.875,132.775,50.701,55.619,28.654,150.233,68.324,17.702,70.531,325.442,213.979,7.921,67.05,190.03,101.262,92.391,243.368,378.751,132.521,25.496,183.445,130.897,13.566,213.48,121.336,1.0,13.808,15.143,75.225,35.50299,5.242013,3.1309104,-14.860095
dense,299,19892,4081,222.65,105.56,0.25,0.67,23.492,1.0,68.514,10.504,144.955,95.086,45.377,19.33,748.679,335.786,84.428,2.405,73.508,284.139,50.701,302.286,21.74,214.367,16.202,19.79,69.509,108.369,290.463,1.0,31.961,49.356,23.952,3.101,60.054,136.569,28.983,11.65,68.861,75.992,40.792,227.189,129.636,2.502,3.562,6.143,15.602,-55.905666,-21.193314,-3.967163,20.094448
dense,300,3076,4104,295.27,91.62,0.44,0.84,726.353,766.018,117.04,83.37,7.205,79.229,230.11,51.917,114.094,244.724,44.853,6.62,200.397,164.829,184.896,36.238,29.806,114.467,37.92,16.658,124.725,299.766,258.693,10.229,54.665,169.149,72.271,107.098,301.192,510.372,233.261,20.171,235.732,122.862,19.849,266.6,126.523,1.0,15.088,12.571,37.504,43.51567,8.311239,1.9135157,-16.672834
dense,301,13910,4118,251.99,94.11,0.36,0.75,814.445,664.287,105.436,104.49,71.737,90.857,189.861,49.881,176.925,292.933,63.036,6.62,135.946,98.941,244.537,136.667,26.349,142.833,24.889,23.966,146.198,533.178,210.449,11.382,15.448,171.347,37.239,77.685,206.459,60.229,527.084,25.496,77.761,81.349,13.566,69.542,109.925,1.0,13.808,37.0,59.407,27.356674,-18.489527,10.500783,-11.018745
dense,302,14085,4135,1124.31,193.51,0.38,0.82,872.548,735.499,150.797,60.137,220.656,82.4,254.878,70.248,282.165,595.579,65.176,5.215,96.67,202.225,90.463,201.857,34.415,153.933,83.526,26.053,80.756,409.47,250.456,12.536,73.242,232.891,103.678,94.492,311.034,266.874,185.689,16.975,174.546,144.288,82.679,240.897,112.0,2.502,11.246,29.286,131.199,49.34327,-2.6077995,5.0109777,-19.677528
dense,303,15545,4142,357.95,112.27,0.36,0.78,805.073,611.387,128.644,69.642,7.205,77.114,139.291,32.569,159.646,558.083,81.219,5.215,80.557,111.406,85.493,27.429,21.74,132.967,22.717,66.765,67.464,334.778,212.802,11.382,71.178,177.941,29.992,60.877,163.399,401.126,129.723,21.236,115.585,86.705,13.566,270.027,100.589,2.502,7.404,8.714,67.924,47.368214,-0.0707531,4.2883477,-19.08068
dense,304,18802,4131,210.99,92.87,0.31,0.74,527.677,243.12,100.162,58.025,12.169,77.114,139.291,37.661,175.354,215.263,91.915,3.81,146.016,75.791,284.299,23.905,18.284,173.667,19.46,21.878,107.342,512.171,246.926,7.921,42.281,121.891,45.695,60.877,180.623,77.34,112.933,19.106,64.411,97.418,17.755,172.355,113.037,1.0,12.527,7.429,70.358,-21.02787,-20.783173,4.747912,9.489657
dense,305,17791,4136,251.14,88.02,0.41,0.84,675.747,407.925,104.381,81.258,12.169,82.4,155.804,36.642,181.637,196.515,88.707,5.215,144.002,77.572,259.448,20.381,20.588,213.133,20.546,26.053,134.95,614.871,226.922,12.536,13.384,151.564,16.704,71.382,210.15,116.826,409.555,21.236,61.073,84.027,9.377,345.424,102.664,1.0,9.965,7.429,46.022,-7.9296875,-12.601242,5.0291963,5.421684
dense,306,4380,4156,455.88,123.58,0.38,0.74,567.038,704.98,104.381,71.754,33.266,60.2,139.291,35.624,129.802,167.054,36.297,5.215,127.889,47.299,130.224,62.667,21.74,94.733,14.03,18.746,107.342,467.822,233.982,11.382,11.32,104.307,14.288,55.625,151.096,97.083,328.403,20.171,69.973,50.548,11.472,199.772,82.953,1.0,12.527,6.143,30.203,19.603376,-20.695381,9.315704,-7.696621
dense,307,8225,4152,451.26,151.16,0.25,0.75,561.415,609.352,86.448,60.137,24.579,82.4,93.882,32.569,106.241,217.941,60.897,5.215,117.819,57.984,100.403,80.286,24.045,151.467,15.116,20.834,92.004,386.129,217.509,9.075,44.345,102.109,14.288,35.666,108.036,97.083,289.227,18.041,45.499,69.296,15.66,138.084,108.888,1.0,9.965,6.143,43.588,16.746964,-18.95253,9.094862,-7.8250513
dense,308,17433,4167,339.4,110.75,0.35,0.82,761.964,505.587,100.162,68.586,22.097,60.2,146.515,36.642,180.066,223.298,72.663,5.215,92.642,90.037,408.552,48.571,19.436,179.833,20.546,25.009,102.229,596.199,217.509,7.921,52.601,146.069,27.576,52.473,175.702,107.613,278.034,18.041,48.836,73.314,30.321,357.419,89.178,8.511,11.246,8.714,46.022,-4.9302254,-11.738403,4.9599357,4.018316
dense,309,912,4180,317.52,109.61,0.33,0.77,557.666,645.976,87.503,89.706,7.205,58.086,199.149,57.009,79.538,86.705,72.663,5.215,191.334,127.433,40.761,9.81,29.806,116.933,37.92,17.702,146.198,281.093,275.166,17.15,21.64,129.584,67.439,100.795,293.81,74.708,331.202,22.301,117.81,94.74,26.132,168.928,102.664,7.009,9.965,33.143,59.407,16.43438,-22.624575,10.253655,-7.3699927
dense,310,3690,4177,239.49,86.2,0.41,0.81,580.158,676.495,101.216,79.146,12.169,70.771,179.54,43.771,118.807,177.767,50.201,6.62,152.058,59.765,174.955,23.905,18.284,104.6,18.374,16.658,115.522,372.124,249.279,12.536,21.64,112.0,20.328,78.735,195.387,89.186,292.025,18.041,105.572,59.922,7.283,251.178,88.14,1.0,13.808,6.143,35.071,20.901855,-19.712542,9.28487,-8.286288
dense,311,18822,4208,187.68,86.73,0.31,0.78,480.82,218.705,76.954,67.53,14.651,73.943,122.779,37.661,161.217,35.818,87.637,5.215,147.023,66.888,130.224,32.714,15.979,211.9,22.717,26.053,132.905,603.201,238.689,10.229,31.961,131.782,25.16,58.776,203.999,78.656,250.05,16.975,53.286,98.757,15.66,252.892,112.0,1.0,15.088,7.429,48.456,-19.260921,-19.365425,4.8481245,9.112164
dense,312,20053,4205,188.53,80.7,0.36,0.84,107.835,9.138,74.844,39.017,163.57,115.171,18.544,23.404,579.038,228.654,99.403,3.81,98.684,246.743,269.388,288.19,24.045,234.1,16.202,26.053,96.094,400.133,279.873,3.307,44.345,69.139,13.08,11.505,119.108,62.862,56.966,18.041,68.861,66.618,38.698,333.429,138.972,1.0,2.281,4.857,36.287,-51.085373,-17.781889,-4.876653,18.6122
dense,313,1418,4217,308.28,106.28,0.34,0.79,507.06,656.149,86.448,77.034,8.446,49.629,158.9,33.587,117.236,228.654,52.34,8.025,166.157,88.257,100.403,20.381,21.74,105.833,16.202,17.702,130.86,325.442,270.459,12.536,38.153,98.812,8.248,71.382,199.078,87.87,334.0,16.975,78.873,66.618,5.189,237.47,96.439,2.502,15.088,6.143,33.854,19.759048,-18.143667,8.626655,-7.8109035
dense,314,5593,4250,562.48,171.41,0.24,0.7,533.3,603.248,87.503,72.81,12.169,98.257,155.804,35.624,49.693,169.732,48.062,6.62,182.27,34.834,60.642,9.81,13.675,126.8,19.46,22.922,125.747,430.477,253.986,10.229,83.562,120.792,15.496,113.401,185.544,70.759,443.134,18.041,96.673,51.887,7.283,242.611,87.103,1.0,126.515,6.143,33.854,10.554279,-19.116135,8.522471,-6.5029373
dense,315,14678,4233,492.26,123.9,0.4,0.86,778.833,440.479,117.04,59.081,12.169,99.314,260.038,47.844,161.217,480.413,88.707,6.62,92.642,179.075,100.403,82.048,39.024,161.333,58.551,21.878,57.238,246.082,244.572,7.921,151.676,172.446,121.798,57.726,196.617,465.621,196.882,25.496,184.558,145.627,19.849,292.304,135.86,1.0,21.492,15.143,105.646,48.619236,2.4435272,3.610829,-19.115839
dense,316,49,4248,275.23,94.04,0.39,0.85,529.552,963.377,208.817,107.659,18.374,118.343,187.796,55.991,136.085,258.115,84.428,6.62,251.757,91.818,135.194,50.333,124.291,204.5,31.404,12.483,132.905,323.107,369.3,88.672,180.572,132.881,31.2,163.823,232.296,90.502,224.866,113.893,153.409,238.028,135.038,240.897,140.009,155.732,11.246,8.714,44.805,25.204208,-17.902533,12.434471,-10.301371
dense,317,641,4257,397.53,130.2,0.29,0.74,576.409,615.456,88.558,81.258,27.061,69.714,197.085,41.734,107.811,199.193,52.34,6.62,165.15,107.845,254.478,52.095,24.045,108.3,19.46,21.878,117.567,267.089,277.519,13.689,9.256,124.089,19.12,103.946,265.514,103.664,398.361,18.041,96.673,67.957,13.566,252.892,91.252,2.502,24.054,7.429,44.805,23.17013,-15.633261,8.242696,-9.620818
dense,318,17598,4249,355.68,138.59,0.23,0.72,990.629,609.352,101.216,99.21,111.448,73.943,234.238,51.917,263.316,236.689,81.219,5.215,154.073,138.118,289.269,194.81,19.436,181.067,33.576,32.317,159.49,715.238,242.219,10.229,36.089,228.495,68.647,99.744,275.356,157.628,602.639,21.236,105.572,116.166,63.83,234.043,119.262,1.0,38.142,22.857,60.624,32.40293,-16.686714,4.9681945,2.2241828
dense,319,16627,4250,363.21,99.66,0.46,0.85,743.221,464.894,112.82,156.236,15.892,149.0,165.092,70.248,170.642,185.802,67.315,10.835,153.066,61.545,383.701,34.476,39.024,194.633,22.717,26.053,150.288,547.182,226.922,12.536,38.153,207.614,19.12,60.877,207.69,108.929,401.16,62.772,67.748,73.314,26.132,189.491,141.047,1.0,15.088,8.714,47.239,-3.5828629,-11.301315,5.526892,4.311243
dense,320,8138,4250,277.58,114.06,0.27,0.75,617.644,615.456,94.887,37.961,23.338,97.2,370.465,105.89,159.646,196.515,75.872,5.215,130.91,163.048,15.91,99.667,36.72,171.2,137.82,38.58,66.441,236.745,230.452,10.229,159.932,168.05,196.693,113.401,269.204,382.7,261.244,20.171,246.856,181.784,21.943,256.319,119.262,1.0,62.477,8.714,121.464,37.89338,5.743532,3.2666798,-15.602296
dense,321,14334,4281,212.77,79.16,0.43,0.76,685.118,591.041,109.656,56.969,5.964,47.514,133.099,29.514,175.354,440.239,57.688,3.81,105.734,75.791,120.284,27.429,17.131,141.6,20.546,22.922,82.801,486.495,219.862,11.382,27.833,130.683,29.992,53.524,119.108,66.81,202.479,15.91,76.648,69.296,7.283,21.563,102.664,4.005,9.965,8.714,49.672,28.905277,-17.625828,10.699512,-11.718609
dense,322,11432,4290,333.01,112.0,0.33,0.76,673.872,656.149,150.797,65.418,39.471,71.829,104.202,35.624,231.901,908.938,57.688,5.215,120.84,211.128,90.463,133.143,33.263,140.367,16.202,25.009,110.409,479.493,228.099,10.229,17.512,133.98,22.744,51.423,94.502,87.87,289.227,20.171,108.91,50.548,34.509,172.355,121.336,5.507,4.842,7.429,43.588,46.99294,-6.879486,6.6671495,-19.838316
dense,323,1283,4294,376.22,127.32,0.29,0.73,625.141,786.365,113.875,78.09,8.446,69.714,161.996,29.514,121.948,268.828,58.758,6.62,159.108,81.134,140.164,11.571,19.436,104.6,15.116,25.009,129.837,379.126,255.163,12.536,38.153,132.881,7.04,89.24,249.52,95.767,336.798,19.106,94.448,71.975,11.472,223.762,83.991,4.005,20.212,6.143,39.938,22.942093,-20.519264,10.004696,-9.37129
dense,324,15511,4295,359.02,96.61,0.48,0.86,647.632,456.756,121.26,82.314,10.928,86.629,274.487,70.248,136.085,410.777,75.872,5.215,123.861,268.112,60.642,25.667,41.329,162.567,50.95,22.922,83.824,334.778,272.813,9.075,133.099,179.04,100.054,69.281,205.229,566.968,185.689,22.301,189.008,120.184,13.566,533.914,146.234,1.0,8.685,16.429,80.093,47.63398,7.4768677,2.2652187,-18.285645
dense,325,17853,4304,273.53,121.06,0.23,0.65,598.901,348.921,98.052,68.586,19.615,77.114,130.003,36.642,181.637,100.097,63.036,5.215,100.699,49.08,304.179,43.286,14.827,146.533,20.546,25.009,103.252,682.561,221.039,10.229,23.705,131.782,21.536,59.826,146.175,98.399,264.042,18.041,54.399,67.957,5.189,300.871,112.0,2.502,13.808,10.0,53.323,-11.687326,-14.510788,4.674922,6.794651
dense,326,724,4327,610.8,176.5,0.25,0.64,516.432,664.287,79.063,71.754,4.723,82.4,158.9,31.55,54.406,51.887,64.106,6.62,90.628,50.861,155.075,36.238,19.436,86.1,19.46,28.141,74.621,232.077,182.208,11.382,23.705,115.297,29.992,85.038,251.98,115.51,294.824,20.171,100.01,89.383,13.566,318.007,64.28,2.502,44.546,6.143,39.938,11.711575,-19.950325,9.7780075,-6.011129
dense,327,545,4306,437.76,129.26,0.33,0.72,593.278,723.291,99.107,89.706,10.928,68.657,182.636,36.642,76.396,217.941,57.688,5.215,183.277,75.791,184.896,15.095,15.979,120.633,16.202,17.702,144.153,320.773,262.223,12.536,19.576,124.089,11.872,103.946,269.204,69.443,375.975,16.975,86.66,62.601,9.377,223.762,93.327,2.502,31.738,6.143,42.371,22.274982,-19.146126,9.302216,-8.914484
dense,328,16998,4328,267.42,93.06,0.39,0.78,623.266,442.513,93.832,75.978,9.687,65.486,122.779,36.642,186.349,220.619,66.245,3.81,99.692,52.642,169.985,22.143,15.979,123.1,20.546,27.097,104.274,523.841,208.095,10.229,67.05,142.772,19.12,74.533,165.86,102.348,375.975,16.975,73.311,73.314,3.094,376.268,110.963,4.005,49.669,10.0,47.239,-7.39991,-13.764034,5.3410797,5.4482546
dense,329,3170,4340,914.6,177.71,0.36,0.82,640.135,717.187,139.193,48.521,74.219,50.686,263.134,52.936,187.92,421.491,60.897,5.215,113.79,244.963,90.463,126.095,40.176,119.4,95.471,17.702,90.982,260.086,292.816,13.689,81.498,193.327,73.479,85.038,318.416,253.711,177.294,15.91,201.245,121.523,65.925,177.496,85.028,4.005,15.088,30.571,63.057,42.593014,-0.060424805,4.727753,-17.966465
dense,330,1603,4324,220.3,67.61,0.61,0.87,580.158,711.084,118.095,82.314,15.892,71.829,137.227,33.587,148.651,343.82,61.967,8.025,164.143,91.818,234.597,39.762,21.74,110.767,16.202,17.702,109.387,274.091,261.046,12.536,44.345,113.099,8.248,76.634,210.15,94.451,370.378,20.171,88.885,66.618,9.377,234.043,89.178,1.0,34.3,6.143,42.371,26.807022,-17.290442,9.283321,-10.572405
dense,331,334,4334,214.76,60.77,0.73,0.93,531.426,688.703,78.008,79.146,14.651,58.086,165.092,34.606,59.118,35.818,55.549,5.215,186.298,63.326,204.776,4.524,12.522,112.0,12.945,15.614,171.76,360.453,275.166,12.536,23.705,115.297,8.248,83.987,216.302,36.538,292.025,18.041,69.973,70.635,15.66,93.532,95.402,1.0,13.808,6.143,39.938,18.710163,-20.25695,9.323268,-8.347733
dense,332,13203,4360,496.46,138.86,0.32,0.8,878.171,729.395,141.303,69.642,65.532,80.286,321.96,83.486,233.472,560.761,75.872,6.62,151.051,440.845,115.313,96.143,66.678,172.433,78.097,38.58,79.734,390.797,290.463,12.536,145.483,233.99,290.915,113.401,436.525,378.751,272.437,18.041,247.969,326.412,120.377,410.539,135.86,1.0,12.527,123.143,313.72,51.059216,1.4304733,3.8470414,-20.589998
dense,333,6747,4378,365.56,121.1,0.31,0.68,780.707,674.46,113.875,64.362,7.205,75.0,210.501,44.789,106.241,250.08,70.524,5.215,149.037,88.257,100.403,66.19,20.588,149.0,22.717,22.922,98.139,344.114,237.512,12.536,100.074,174.644,50.527,121.804,226.144,372.17,392.765,22.301,172.321,96.079,7.283,88.391,96.439,4.005,88.092,6.143,53.323,39.660744,1.1300163,3.4672155,-15.200625
dense,334,16555,4387,388.51,128.42,0.3,0.81,613.895,637.837,109.656,74.922,36.989,73.943,141.355,32.569,238.184,408.099,55.549,5.215,113.79,95.38,334.0,27.429,22.893,145.3,19.46,25.009,117.567,561.187,250.456,10.229,15.448,150.465,14.288,51.423,138.793,111.561,222.067,19.106,62.186,66.618,11.472,417.393,127.561,1.0,7.404,8.714,49.672,35.383327,-12.732847,5.2017584,1.4333621
dense,335,17592,4381,200.4,70.31,0.51,0.87,715.107,336.713,101.216,64.362,125.099,79.229,144.451,33.587,170.642,180.445,71.593,5.215,67.466,57.984,338.97,67.952,20.588,141.6,23.803,34.404,102.229,579.86,203.389,14.843,56.729,181.238,38.447,67.18,185.544,135.253,412.353,22.301,47.724,94.74,15.66,321.434,112.0,1.0,15.088,10.0,56.973,-8.182846,-12.946671,5.2336645,5.842185
dense,336,14870,4460,2130.37,388.53,0.18,0.82,761.964,497.448,107.546,70.698,34.507,77.114,171.284,53.954,184.778,378.638,72.663,5.215,82.572,127.433,135.194,66.19,27.502,130.5,35.748,30.229,88.937,393.131,212.802,13.689,81.498,174.644,84.351,76.634,183.084,273.455,241.655,21.236,143.396,128.218,15.66,177.496,115.112,1.0,49.669,20.286,58.19,37.847015,-4.1134453,6.2082124,-17.56219
dense,337,12050,4423,678.88,204.19,0.2,0.79,1000.0,855.542,141.303,49.577,219.415,103.543,255.91,59.046,214.623,627.718,60.897,8.025,139.974,334.0,120.284,254.714,60.917,181.067,35.748,29.185,101.207,337.112,283.403,11.382,159.932,202.119,86.767,96.593,247.059,416.921,222.067,24.431,239.069,134.914,42.887,271.741,153.495,1.0,7.404,20.286,93.477,51.596832,-0.61162186,4.2638817,-20.396757
dense,338,1631,4408,340.4,96.24,0.46,0.84,582.032,711.084,121.26,74.922,7.205,70.771,181.604,32.569,107.811,383.995,68.384,8.025,137.96,95.38,517.896,16.857,27.502,91.033,18.374,17.702,114.499,318.439,263.399,13.689,34.025,117.495,14.288,79.785,211.381,114.194,328.403,19.106,93.335,73.314,7.283,374.554,86.065,1.0,15.088,6.143,43.588,30.190075,-11.8544235,8.35192,-12.674372
dense,339,18366,4432,628.71,198.22,0.2,0.7,634.512,267.536,87.503,70.698,13.41,72.886,145.483,33.587,233.472,113.488,59.828,5.215,100.699,63.326,304.179,52.095,12.522,152.7,19.46,28.141,133.927,731.577,202.212,11.382,40.217,142.772,26.368,60.877,188.005,97.083,353.588,19.106,52.174,65.279,11.472,144.938,113.037,1.0,25.335,7.429,53.323,-13.778183,-14.247513,4.7282815,7.078459
dense,340,19180,4438,518.7,196.71,0.17,0.66,463.951,121.043,93.832,54.857,22.097,104.6,149.612,37.661,230.33,193.836,57.688,5.215,126.882,61.545,115.313,66.19,14.827,156.4,21.632,27.097,103.252,556.519,215.155,7.921,54.665,105.406,39.655,74.533,174.472,83.921,216.471,18.041,62.186,65.279,17.755,246.038,117.187,2.502,53.512,6.143,39.938,-25.099579,-20.402771,3.9498541,10.273978
dense,341,9403,4413,221.22,67.21,0.62,0.89,610.146,664.287,127.589,39.017,75.46,108.829,179.54,38.679,219.335,600.936,52.34,3.81,101.706,109.626,20.881,154.286,33.263,142.833,27.061,37.536,66.441,451.484,217.509,9.075,195.021,106.505,74.687,85.038,110.496,76.024,205.277,21.236,103.347,101.436,7.283,256.319,106.813,8.511,84.25,7.429,58.19,39.455513,-9.564236,6.940119,-18.885416
dense,342,1410,4439,331.87,100.19,0.42,0.78,531.426,670.391,109.656,83.37,7.205,61.257,156.836,36.642,118.807,300.968,68.384,8.025,164.143,104.283,443.343,25.667,18.284,91.033,15.116,16.658,124.725,337.112,255.163,12.536,36.089,124.089,7.04,78.735,208.92,78.656,457.126,19.106,79.986,65.279,9.377,158.647,94.364,1.0,20.212,6.143,35.071,27.64946,-13.405958,8.460721,-10.887465
dense,343,492,4443,245.1,71.34,0.61,0.89,437.711,619.525,73.789,72.81,10.928,55.971,141.355,33.587,66.972,70.635,64.106,5.215,181.263,61.545,254.478,2.762,20.588,102.133,12.945,15.614,120.635,250.75,299.876,13.689,19.576,87.822,3.416,74.533,185.544,65.494,322.807,18.041,65.523,61.261,9.377,306.012,98.514,1.0,12.527,6.143,33.854,17.700754,-13.501892,7.0762024,-8.209128
dense,344,1282,4443,269.33,81.86,0.51,0.83,658.878,953.204,166.621,58.025,18.374,77.114,184.7,28.495,128.231,627.718,54.48,6.62,213.489,236.059,115.313,101.429,48.242,128.033,19.46,19.79,117.567,173.724,328.117,10.229,195.021,236.188,26.368,113.401,219.993,689.375,339.597,21.236,314.717,97.418,53.358,350.564,141.047,1.0,15.088,8.714,39.938,51.02498,9.016819,1.4846816,-19.869547
dense,345,10911,4456,621.32,136.07,0.42,0.85,908.159,782.295,185.609,35.849,121.376,106.714,200.181,71.266,213.052,927.686,60.897,6.62,130.91,362.492,45.731,300.524,81.657,147.767,52.036,29.185,76.666,260.086,246.926,10.229,205.341,212.01,201.525,95.543,221.223,439.296,191.286,22.301,508.287,270.168,53.358,431.101,149.346,2.502,4.842,31.857,133.632,52.516582,-0.1047554,4.0100446,-20.925081
dense,346,3182,4455,307.99,93.15,0.45,0.85,559.54,641.906,142.358,44.297,72.978,64.429,326.088,126.257,187.92,394.708,57.688,5.215,163.136,341.123,70.582,119.048,52.851,149.0,94.385,19.79,80.756,173.724,325.763,11.382,135.163,158.158,168.909,129.158,299.962,461.672,154.908,18.041,339.192,173.749,28.226,273.455,119.262,2.502,9.965,33.143,72.792,46.85537,7.700697,2.3327217,-17.974945
dense,347,12285,4497,1112.8,235.95,0.25,0.81,870.674,664.287,133.919,58.025,113.93,79.229,267.262,65.156,191.061,574.153,60.897,6.62,135.946,293.043,115.313,133.143,48.242,151.467,108.501,27.097,86.892,365.121,238.689,10.229,161.996,195.525,133.878,92.391,260.592,519.585,166.101,20.171,183.445,150.984,28.226,270.027,137.935,2.502,11.246,22.857,64.274,51.085373,1.2512321,3.603504,-19.866386
dense,348,12985,4649,3487.42,1080.63,0.04,0.54,786.33,650.045,106.491,55.913,430.384,53.857,142.387,42.752,202.057,566.118,58.758,5.215,102.713,191.54,135.194,240.619,29.806,112.0,97.642,27.097,70.531,458.486,204.565,13.689,69.114,168.05,74.687,85.038,295.041,157.628,180.092,16.975,108.91,134.914,109.906,119.235,88.14,5.507,12.527,30.571,111.73,9.2867565,3.046319,-2.05748,-2.5391448
dense,349,4595,4501,200.97,64.85,0.6,0.88,640.135,717.187,95.942,77.034,4.723,53.857,206.373,37.661,77.967,113.488,43.784,5.215,159.108,66.888,100.403,6.286,13.675,105.833,11.859,21.878,147.22,341.78,263.399,10.229,15.448,107.604,9.456,74.533,184.314,164.209,353.588,16.975,76.648,62.601,13.566,69.542,92.29,1.0,30.458,4.857,27.77,19.21418,-22.471817,10.191898,-8.100885
dense,350,17161,4510,224.07,78.31,0.46,0.82,718.856,536.106,111.766,79.146,45.676,60.2,156.836,38.679,156.505,199.193,61.967,5.215,110.769,70.449,229.627,29.19,22.893,144.067,20.546,28.141,120.635,570.523,222.216,13.689,27.833,151.564,22.744,60.877,192.926,98.399,350.79,19.106,51.061,82.688,9.377,330.002,116.15,1.0,11.246,11.286,47.239,-4.646572,-12.186134,5.2107577,4.2848
